"","departure_airport","departure_city","departure_country","lon_departure","lat_departure","arrival_airport","arrival_city","arrival_country","lon_arrival","lat_arrival","airline","airline_country","active_airline","distance_km","domestic_flight","origen_eur","destino_eur"
"41533","Traian Vuia","Timisoara","Romania",21.563,46.349,"Schwechat","Vienna","Austria",16.949,48.183,"Tarom","Romania",1,403,0,"YES","YES"
"41534","Schwechat","Vienna","Austria",16.949,48.183,"Cluj Napoca","Cluj-napoca","Romania",24.143,47.308,"Tarom","Romania",1,546,0,"YES","YES"
"41535","Schwechat","Vienna","Austria",16.949,48.183,"Iasi","Iasi","Romania",28.034,47.297,"Tarom","Romania",1,833,0,"YES","YES"
"41536","Schwechat","Vienna","Austria",16.949,48.183,"Henri Coanda","Bucharest","Romania",26.17,44.953,"Tarom","Romania",1,790,0,"YES","YES"
"41537","Schwechat","Vienna","Austria",16.949,48.183,"Sibiu","Sibiu","Romania",24.152,46.309,"Tarom","Romania",1,581,0,"YES","YES"
"41538","Schwechat","Vienna","Austria",16.949,48.183,"Traian Vuia","Timisoara","Romania",21.563,46.349,"Tarom","Romania",1,403,0,"YES","YES"
"41539","Okecie","Warsaw","Poland",21.611,52.276,"Henri Coanda","Bucharest","Romania",26.17,44.953,"Tarom","Romania",1,880,0,"YES","YES"
"41720","Arlanda","Stockholm","Sweden",18.531,60.086,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,2980,0,"YES","YES"
"41721","Barcelona","Barcelona","Spain",2.13,41.495,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,936,0,"YES","YES"
"41722","Barcelona","Barcelona","Spain",2.13,41.495,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,882,0,"YES","YES"
"41724","Kastrup","Copenhagen","Denmark",13.093,56.029,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,3413,0,"YES","YES"
"41725","Kastrup","Copenhagen","Denmark",13.093,56.029,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,2446,0,"YES","YES"
"41726","Faro","Faro","Portugal",-7.944,37.024,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,258,1,"YES","YES"
"41727","Madeira","Funchal","Portugal",-16.625,33.163,"Kastrup","Copenhagen","Denmark",13.093,56.029,"SATA International","Portugal",1,3413,0,"YES","YES"
"41728","Madeira","Funchal","Portugal",-16.625,33.163,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,993,1,"YES","YES"
"41729","Madeira","Funchal","Portugal",-16.625,33.163,"Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"SATA International","Portugal",1,536,0,"YES","YES"
"41730","Madeira","Funchal","Portugal",-16.625,33.163,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,1165,1,"YES","YES"
"41731","Madeira","Funchal","Portugal",-16.625,33.163,"Orly","Paris","France",2.599,49.208,"SATA International","Portugal",1,2388,0,"YES","YES"
"41732","Madeira","Funchal","Portugal",-16.625,33.163,"Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"SATA International","Portugal",1,979,1,"YES","YES"
"41733","Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1817,0,"YES","YES"
"41734","Horta","Horta","Portugal",-28.527,38.866,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1720,1,"YES","YES"
"41735","Heathrow","London","United Kingdom",-0.103,51.795,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1534,0,"YES","YES"
"41736","Lisboa","Lisbon","Portugal",-8.56,39.302,"Arlanda","Stockholm","Sweden",18.531,60.086,"SATA International","Portugal",1,2980,0,"YES","YES"
"41737","Lisboa","Lisbon","Portugal",-8.56,39.302,"Barcelona","Barcelona","Spain",2.13,41.495,"SATA International","Portugal",1,936,0,"YES","YES"
"41738","Lisboa","Lisbon","Portugal",-8.56,39.302,"Kastrup","Copenhagen","Denmark",13.093,56.029,"SATA International","Portugal",1,2446,0,"YES","YES"
"41739","Lisboa","Lisbon","Portugal",-8.56,39.302,"Faro","Faro","Portugal",-7.944,37.024,"SATA International","Portugal",1,258,1,"YES","YES"
"41740","Lisboa","Lisbon","Portugal",-8.56,39.302,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,993,1,"YES","YES"
"41741","Lisboa","Lisbon","Portugal",-8.56,39.302,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"SATA International","Portugal",1,1817,0,"YES","YES"
"41742","Lisboa","Lisbon","Portugal",-8.56,39.302,"Horta","Horta","Portugal",-28.527,38.866,"SATA International","Portugal",1,1720,1,"YES","YES"
"41743","Lisboa","Lisbon","Portugal",-8.56,39.302,"Heathrow","London","United Kingdom",-0.103,51.795,"SATA International","Portugal",1,1534,0,"YES","YES"
"41744","Lisboa","Lisbon","Portugal",-8.56,39.302,"Barajas","Madrid","Spain",-3.278,40.822,"SATA International","Portugal",1,480,0,"YES","YES"
"41745","Lisboa","Lisbon","Portugal",-8.56,39.302,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,234,1,"YES","YES"
"41746","Lisboa","Lisbon","Portugal",-8.56,39.302,"Orly","Paris","France",2.599,49.208,"SATA International","Portugal",1,1412,0,"YES","YES"
"41748","Lisboa","Lisbon","Portugal",-8.56,39.302,"Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"SATA International","Portugal",1,1470,1,"YES","YES"
"41749","Lisboa","Lisbon","Portugal",-8.56,39.302,"Pico","Pico","Portugal",-28.069,38.923,"SATA International","Portugal",1,1680,1,"YES","YES"
"41750","Lisboa","Lisbon","Portugal",-8.56,39.302,"Porto Santo","Porto Santo","Portugal",-15.917,33.122,"SATA International","Portugal",1,952,1,"YES","YES"
"41751","Lisboa","Lisbon","Portugal",-8.56,39.302,"Santa Maria","Santa Maria (island)","Portugal",-24.618,37.618,"SATA International","Portugal",1,1408,1,"YES","YES"
"41752","Lisboa","Lisbon","Portugal",-8.56,39.302,"Lajes","Lajes (terceira Island)","Portugal",-26.485,39.269,"SATA International","Portugal",1,1540,1,"YES","YES"
"41755","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,536,0,"YES","YES"
"41756","Barajas","Madrid","Spain",-3.278,40.822,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,480,0,"YES","YES"
"41757","Barajas","Madrid","Spain",-3.278,40.822,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,439,0,"YES","YES"
"41758","Porto","Porto","Portugal",-8.469,41.413,"Barcelona","Barcelona","Spain",2.13,41.495,"SATA International","Portugal",1,882,0,"YES","YES"
"41759","Porto","Porto","Portugal",-8.469,41.413,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,1165,1,"YES","YES"
"41760","Porto","Porto","Portugal",-8.469,41.413,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,234,1,"YES","YES"
"41761","Porto","Porto","Portugal",-8.469,41.413,"Barajas","Madrid","Spain",-3.278,40.822,"SATA International","Portugal",1,439,0,"YES","YES"
"41762","Porto","Porto","Portugal",-8.469,41.413,"Orly","Paris","France",2.599,49.208,"SATA International","Portugal",1,1222,0,"YES","YES"
"41763","Porto","Porto","Portugal",-8.469,41.413,"Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"SATA International","Portugal",1,1493,1,"YES","YES"
"41764","Orly","Paris","France",2.599,49.208,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,2388,0,"YES","YES"
"41765","Orly","Paris","France",2.599,49.208,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1412,0,"YES","YES"
"41766","Orly","Paris","France",2.599,49.208,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,1222,0,"YES","YES"
"41769","Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"Madeira","Funchal","Portugal",-16.625,33.163,"SATA International","Portugal",1,979,1,"YES","YES"
"41770","Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1470,1,"YES","YES"
"41771","Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"Porto","Porto","Portugal",-8.469,41.413,"SATA International","Portugal",1,1493,1,"YES","YES"
"41773","Pico","Pico","Portugal",-28.069,38.923,"Lajes","Lajes (terceira Island)","Portugal",-26.485,39.269,"SATA International","Portugal",1,142,1,"YES","YES"
"41774","Porto Santo","Porto Santo","Portugal",-15.917,33.122,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,952,1,"YES","YES"
"41775","Santa Maria","Santa Maria (island)","Portugal",-24.618,37.618,"Ponta Delgada","Ponta Delgada","Portugal",-25.497,38.235,"SATA International","Portugal",1,103,1,"YES","YES"
"41776","Lajes","Lajes (terceira Island)","Portugal",-26.485,39.269,"Lisboa","Lisbon","Portugal",-8.56,39.302,"SATA International","Portugal",1,1540,1,"YES","YES"
"42554","Charles De Gaulle","Paris","France",2.916,49.021,"Venezia Tessera","Venice","Italy",12.586,45.842,"XL Airways France","France",1,807,0,"YES","YES"
"42558","Nantes Atlantique","Nantes","France",-1.352,47.255,"Venezia Tessera","Venice","Italy",12.586,45.842,"XL Airways France","France",1,1075,0,"YES","YES"
"42560","Venezia Tessera","Venice","Italy",12.586,45.842,"Charles De Gaulle","Paris","France",2.916,49.021,"XL Airways France","France",1,807,0,"YES","YES"
"42561","Venezia Tessera","Venice","Italy",12.586,45.842,"Nantes Atlantique","Nantes","France",-1.352,47.255,"XL Airways France","France",1,1075,0,"YES","YES"
"42791","Aalborg","Aalborg","Denmark",10.415,57.154,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,206,1,"YES","YES"
"42792","Aarhus","Aarhus","Denmark",11.031,56.5,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,137,1,"YES","YES"
"42794","Dyce","Aberdeen","United Kingdom",-1.663,57.336,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,911,0,"YES","YES"
"42804","Ängelholm-Helsingborg Airport","Ängelholm","Sweden",13.411,56.493,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,498,1,"YES","YES"
"42807","Schiphol","Amsterdam","Netherlands",5.273,52.514,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,1169,0,"YES","YES"
"42808","Schiphol","Amsterdam","Netherlands",5.273,52.514,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,640,0,"YES","YES"
"42810","Arlanda","Stockholm","Sweden",18.531,60.086,"Ängelholm-Helsingborg Airport","Ängelholm","Sweden",13.411,56.493,"Scandinavian Airlines System","Sweden",1,498,1,"YES","YES"
"42811","Arlanda","Stockholm","Sweden",18.531,60.086,"Schiphol","Amsterdam","Netherlands",5.273,52.514,"Scandinavian Airlines System","Sweden",1,1169,0,"YES","YES"
"42813","Arlanda","Stockholm","Sweden",18.531,60.086,"Brussels Natl","Brussels","Belgium",4.807,51.502,"Scandinavian Airlines System","Sweden",1,1278,0,"YES","YES"
"42814","Arlanda","Stockholm","Sweden",18.531,60.086,"Charles De Gaulle","Paris","France",2.916,49.021,"Scandinavian Airlines System","Sweden",1,1581,0,"YES","YES"
"42815","Arlanda","Stockholm","Sweden",18.531,60.086,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,552,0,"YES","YES"
"42816","Arlanda","Stockholm","Sweden",18.531,60.086,"Dublin","Dublin","Ireland",-5.784,53.702,"Scandinavian Airlines System","Sweden",1,1625,0,"YES","YES"
"42817","Arlanda","Stockholm","Sweden",18.531,60.086,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Scandinavian Airlines System","Sweden",1,1184,0,"YES","YES"
"42819","Arlanda","Stockholm","Sweden",18.531,60.086,"Fiumicino","Rome","Italy",12.417,42.34,"Scandinavian Airlines System","Sweden",1,2016,0,"YES","YES"
"42820","Arlanda","Stockholm","Sweden",18.531,60.086,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Scandinavian Airlines System","Sweden",1,1270,0,"YES","YES"
"42821","Arlanda","Stockholm","Sweden",18.531,60.086,"Lech Walesa","Gdansk","Poland",18.777,54.629,"Scandinavian Airlines System","Sweden",1,607,0,"YES","YES"
"42822","Arlanda","Stockholm","Sweden",18.531,60.086,"Landvetter","Gothenborg","Sweden",12.466,58.104,"Scandinavian Airlines System","Sweden",1,410,1,"YES","YES"
"42824","Arlanda","Stockholm","Sweden",18.531,60.086,"Hamburg","Hamburg","Germany",10.647,54.05,"Scandinavian Airlines System","Sweden",1,821,0,"YES","YES"
"42825","Arlanda","Stockholm","Sweden",18.531,60.086,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"Scandinavian Airlines System","Sweden",1,392,0,"YES","YES"
"42826","Arlanda","Stockholm","Sweden",18.531,60.086,"Kalmar","Kalkmar","Sweden",16.479,57.142,"Scandinavian Airlines System","Sweden",1,348,1,"YES","YES"
"42827","Arlanda","Stockholm","Sweden",18.531,60.086,"Kiruna","Kiruna","Sweden",20.561,68.369,"Scandinavian Airlines System","Sweden",1,926,1,"YES","YES"
"42829","Arlanda","Stockholm","Sweden",18.531,60.086,"Heathrow","London","United Kingdom",-0.103,51.795,"Scandinavian Airlines System","Sweden",1,1473,0,"YES","YES"
"42830","Arlanda","Stockholm","Sweden",18.531,60.086,"Linate","Milan","Italy",9.461,45.741,"Scandinavian Airlines System","Sweden",1,1703,0,"YES","YES"
"42831","Arlanda","Stockholm","Sweden",18.531,60.086,"Kallax","Lulea","Sweden",22.203,65.906,"Scandinavian Airlines System","Sweden",1,672,1,"YES","YES"
"42832","Arlanda","Stockholm","Sweden",18.531,60.086,"Manchester","Manchester","United Kingdom",-1.792,53.589,"Scandinavian Airlines System","Sweden",1,1423,0,"YES","YES"
"42833","Arlanda","Stockholm","Sweden",18.531,60.086,"Sturup","Malmoe","Sweden",13.619,55.883,"Scandinavian Airlines System","Sweden",1,549,1,"YES","YES"
"42834","Arlanda","Stockholm","Sweden",18.531,60.086,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Scandinavian Airlines System","Sweden",1,1339,0,"YES","YES"
"42835","Arlanda","Stockholm","Sweden",18.531,60.086,"Malpensa","Milano","Italy",9.213,46.051,"Scandinavian Airlines System","Sweden",1,1676,0,"YES","YES"
"42837","Arlanda","Stockholm","Sweden",18.531,60.086,"Östersund Airport","Östersund","Sweden",14.833,63.324,"Scandinavian Airlines System","Sweden",1,409,1,"YES","YES"
"42840","Arlanda","Stockholm","Sweden",18.531,60.086,"Riga Intl","Riga","Latvia",24.618,57.539,"Scandinavian Airlines System","Sweden",1,450,0,"YES","YES"
"42841","Arlanda","Stockholm","Sweden",18.531,60.086,"Ronneby","Ronneby","Sweden",15.441,56.444,"Scandinavian Airlines System","Sweden",1,443,1,"YES","YES"
"42842","Arlanda","Stockholm","Sweden",18.531,60.086,"Sundsvall Harnosand","Sundsvall","Sweden",17.739,62.88,"Scandinavian Airlines System","Sweden",1,313,1,"YES","YES"
"42843","Arlanda","Stockholm","Sweden",18.531,60.086,"Skelleftea","Skelleftea","Sweden",21.128,65.041,"Scandinavian Airlines System","Sweden",1,566,1,"YES","YES"
"42846","Arlanda","Stockholm","Sweden",18.531,60.086,"Turku","Turku","Finland",22.438,60.856,"Scandinavian Airlines System","Sweden",1,230,0,"YES","YES"
"42847","Arlanda","Stockholm","Sweden",18.531,60.086,"Tallinn","Tallinn-ulemiste International","Estonia",25.388,59.688,"Scandinavian Airlines System","Sweden",1,384,0,"YES","YES"
"42848","Arlanda","Stockholm","Sweden",18.531,60.086,"Tampere Pirkkala","Tampere","Finland",24.007,61.69,"Scandinavian Airlines System","Sweden",1,345,0,"YES","YES"
"42850","Arlanda","Stockholm","Sweden",18.531,60.086,"Tegel","Berlin","Germany",13.479,52.932,"Scandinavian Airlines System","Sweden",1,853,0,"YES","YES"
"42851","Arlanda","Stockholm","Sweden",18.531,60.086,"Umea","Umea","Sweden",20.471,64.319,"Scandinavian Airlines System","Sweden",1,481,1,"YES","YES"
"42852","Arlanda","Stockholm","Sweden",18.531,60.086,"Vaasa","Vaasa","Finland",22.27,63.084,"Scandinavian Airlines System","Sweden",1,387,0,"YES","YES"
"42853","Arlanda","Stockholm","Sweden",18.531,60.086,"Vilnius Intl","Vilnius","Lithuania",25.476,55.056,"Scandinavian Airlines System","Sweden",1,695,0,"YES","YES"
"42855","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,2120,0,"YES","YES"
"42856","Barcelona","Barcelona","Spain",2.13,41.495,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Scandinavian Airlines System","Sweden",1,1085,0,"YES","YES"
"42867","Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,1014,0,"YES","YES"
"42868","Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Landvetter","Gothenborg","Sweden",12.466,58.104,"Scandinavian Airlines System","Sweden",1,1064,0,"YES","YES"
"42872","Billund","Billund","Denmark",9.252,56.233,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Scandinavian Airlines System","Sweden",1,688,0,"YES","YES"
"42873","Bologna","Bologna","Italy",11.481,44.892,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,1243,0,"YES","YES"
"42877","Neuenland","Bremen","Germany",9.311,53.079,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,408,0,"YES","YES"
"42878","Brussels Natl","Brussels","Belgium",4.807,51.502,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,1278,0,"YES","YES"
"42880","Brussels Natl","Brussels","Belgium",4.807,51.502,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,740,0,"YES","YES"
"42881","Brussels Natl","Brussels","Belgium",4.807,51.502,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"Scandinavian Airlines System","Sweden",1,1624,0,"YES","YES"
"42885","Charles De Gaulle","Paris","France",2.916,49.021,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,1581,0,"YES","YES"
"42886","Charles De Gaulle","Paris","France",2.916,49.021,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,1037,0,"YES","YES"
"42889","Kastrup","Copenhagen","Denmark",13.093,56.029,"Aalborg","Aalborg","Denmark",10.415,57.154,"Scandinavian Airlines System","Sweden",1,206,1,"YES","YES"
"42890","Kastrup","Copenhagen","Denmark",13.093,56.029,"Aarhus","Aarhus","Denmark",11.031,56.5,"Scandinavian Airlines System","Sweden",1,137,1,"YES","YES"
"42891","Kastrup","Copenhagen","Denmark",13.093,56.029,"Dyce","Aberdeen","United Kingdom",-1.663,57.336,"Scandinavian Airlines System","Sweden",1,911,0,"YES","YES"
"42893","Kastrup","Copenhagen","Denmark",13.093,56.029,"Schiphol","Amsterdam","Netherlands",5.273,52.514,"Scandinavian Airlines System","Sweden",1,640,0,"YES","YES"
"42894","Kastrup","Copenhagen","Denmark",13.093,56.029,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,552,0,"YES","YES"
"42895","Kastrup","Copenhagen","Denmark",13.093,56.029,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Scandinavian Airlines System","Sweden",1,2120,0,"YES","YES"
"42897","Kastrup","Copenhagen","Denmark",13.093,56.029,"Birmingham","Birmingham","United Kingdom",-1.581,52.756,"Scandinavian Airlines System","Sweden",1,1014,0,"YES","YES"
"42899","Kastrup","Copenhagen","Denmark",13.093,56.029,"Bologna","Bologna","Italy",11.481,44.892,"Scandinavian Airlines System","Sweden",1,1243,0,"YES","YES"
"42900","Kastrup","Copenhagen","Denmark",13.093,56.029,"Neuenland","Bremen","Germany",9.311,53.079,"Scandinavian Airlines System","Sweden",1,408,0,"YES","YES"
"42901","Kastrup","Copenhagen","Denmark",13.093,56.029,"Brussels Natl","Brussels","Belgium",4.807,51.502,"Scandinavian Airlines System","Sweden",1,740,0,"YES","YES"
"42904","Kastrup","Copenhagen","Denmark",13.093,56.029,"Charles De Gaulle","Paris","France",2.916,49.021,"Scandinavian Airlines System","Sweden",1,1037,0,"YES","YES"
"42905","Kastrup","Copenhagen","Denmark",13.093,56.029,"Dublin","Dublin","Ireland",-5.784,53.702,"Scandinavian Airlines System","Sweden",1,1231,0,"YES","YES"
"42906","Kastrup","Copenhagen","Denmark",13.093,56.029,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Scandinavian Airlines System","Sweden",1,633,0,"YES","YES"
"42907","Kastrup","Copenhagen","Denmark",13.093,56.029,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Scandinavian Airlines System","Sweden",1,989,0,"YES","YES"
"42909","Kastrup","Copenhagen","Denmark",13.093,56.029,"Fiumicino","Rome","Italy",12.417,42.34,"Scandinavian Airlines System","Sweden",1,1522,0,"YES","YES"
"42910","Kastrup","Copenhagen","Denmark",13.093,56.029,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Scandinavian Airlines System","Sweden",1,721,0,"YES","YES"
"42911","Kastrup","Copenhagen","Denmark",13.093,56.029,"Lech Walesa","Gdansk","Poland",18.777,54.629,"Scandinavian Airlines System","Sweden",1,391,0,"YES","YES"
"42912","Kastrup","Copenhagen","Denmark",13.093,56.029,"Glasgow","Glasgow","United Kingdom",-4.056,56.453,"Scandinavian Airlines System","Sweden",1,1057,0,"YES","YES"
"42913","Kastrup","Copenhagen","Denmark",13.093,56.029,"Landvetter","Gothenborg","Sweden",12.466,58.104,"Scandinavian Airlines System","Sweden",1,233,0,"YES","YES"
"42915","Kastrup","Copenhagen","Denmark",13.093,56.029,"Hannover","Hannover","Germany",10.141,52.768,"Scandinavian Airlines System","Sweden",1,409,0,"YES","YES"
"42916","Kastrup","Copenhagen","Denmark",13.093,56.029,"Hamburg","Hamburg","Germany",10.647,54.05,"Scandinavian Airlines System","Sweden",1,269,0,"YES","YES"
"42918","Kastrup","Copenhagen","Denmark",13.093,56.029,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"Scandinavian Airlines System","Sweden",1,883,0,"YES","YES"
"42923","Kastrup","Copenhagen","Denmark",13.093,56.029,"Heathrow","London","United Kingdom",-0.103,51.795,"Scandinavian Airlines System","Sweden",1,981,0,"YES","YES"
"42924","Kastrup","Copenhagen","Denmark",13.093,56.029,"Ljubljana","Ljubliana","Slovenia",14.762,46.372,"Scandinavian Airlines System","Sweden",1,1080,0,"YES","YES"
"42925","Kastrup","Copenhagen","Denmark",13.093,56.029,"Luxembourg","Luxemburg","Luxembourg",6.352,50.044,"Scandinavian Airlines System","Sweden",1,802,0,"YES","YES"
"42926","Kastrup","Copenhagen","Denmark",13.093,56.029,"Saint Exupery","Lyon","France",5.151,46.21,"Scandinavian Airlines System","Sweden",1,1222,0,"YES","YES"
"42927","Kastrup","Copenhagen","Denmark",13.093,56.029,"Barajas","Madrid","Spain",-3.278,40.822,"Scandinavian Airlines System","Sweden",1,2066,0,"YES","YES"
"42928","Kastrup","Copenhagen","Denmark",13.093,56.029,"Manchester","Manchester","United Kingdom",-1.792,53.589,"Scandinavian Airlines System","Sweden",1,989,0,"YES","YES"
"42929","Kastrup","Copenhagen","Denmark",13.093,56.029,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Scandinavian Airlines System","Sweden",1,829,0,"YES","YES"
"42930","Kastrup","Copenhagen","Denmark",13.093,56.029,"Malpensa","Milano","Italy",9.213,46.051,"Scandinavian Airlines System","Sweden",1,1141,0,"YES","YES"
"42931","Kastrup","Copenhagen","Denmark",13.093,56.029,"Cote D Azur","Nice","France",7.359,44.097,"Scandinavian Airlines System","Sweden",1,1387,0,"YES","YES"
"42935","Kastrup","Copenhagen","Denmark",13.093,56.029,"Henri Coanda","Bucharest","Romania",26.17,44.953,"Scandinavian Airlines System","Sweden",1,1534,0,"YES","YES"
"42937","Kastrup","Copenhagen","Denmark",13.093,56.029,"Palanga Intl","Palanga","Lithuania",21.156,56.622,"Scandinavian Airlines System","Sweden",1,501,0,"YES","YES"
"42938","Kastrup","Copenhagen","Denmark",13.093,56.029,"Son Sant Joan","Palma de Mallorca","Spain",3.212,39.922,"Scandinavian Airlines System","Sweden",1,1931,0,"YES","YES"
"42939","Kastrup","Copenhagen","Denmark",13.093,56.029,"Lawica","Poznan","Poland",17.377,52.701,"Scandinavian Airlines System","Sweden",1,462,0,"YES","YES"
"42941","Kastrup","Copenhagen","Denmark",13.093,56.029,"Riga Intl","Riga","Latvia",24.618,57.539,"Scandinavian Airlines System","Sweden",1,720,0,"YES","YES"
"42943","Kastrup","Copenhagen","Denmark",13.093,56.029,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Scandinavian Airlines System","Sweden",1,805,0,"YES","YES"
"42946","Kastrup","Copenhagen","Denmark",13.093,56.029,"Turku","Turku","Finland",22.438,60.856,"Scandinavian Airlines System","Sweden",1,762,0,"YES","YES"
"42947","Kastrup","Copenhagen","Denmark",13.093,56.029,"Tallinn","Tallinn-ulemiste International","Estonia",25.388,59.688,"Scandinavian Airlines System","Sweden",1,831,0,"YES","YES"
"42948","Kastrup","Copenhagen","Denmark",13.093,56.029,"Tampere Pirkkala","Tampere","Finland",24.007,61.69,"Scandinavian Airlines System","Sweden",1,886,0,"YES","YES"
"42951","Kastrup","Copenhagen","Denmark",13.093,56.029,"Tegel","Berlin","Germany",13.479,52.932,"Scandinavian Airlines System","Sweden",1,345,0,"YES","YES"
"42952","Kastrup","Copenhagen","Denmark",13.093,56.029,"Vilnius Intl","Vilnius","Lithuania",25.476,55.056,"Scandinavian Airlines System","Sweden",1,785,0,"YES","YES"
"42953","Kastrup","Copenhagen","Denmark",13.093,56.029,"Okecie","Warsaw","Poland",21.611,52.276,"Scandinavian Airlines System","Sweden",1,693,0,"YES","YES"
"42954","Kastrup","Copenhagen","Denmark",13.093,56.029,"Strachowice","Wroclaw","Poland",17.476,51.171,"Scandinavian Airlines System","Sweden",1,612,0,"YES","YES"
"42959","Dublin","Dublin","Ireland",-5.784,53.702,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,1625,0,"YES","YES"
"42960","Dublin","Dublin","Ireland",-5.784,53.702,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,1231,0,"YES","YES"
"42962","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Arlanda","Stockholm","Sweden",18.531,60.086,"Scandinavian Airlines System","Sweden",1,1184,0,"YES","YES"
"42963","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Scandinavian Airlines System","Sweden",1,633,0,"YES","YES"
"42964","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Landvetter","Gothenborg","Sweden",12.466,58.104,"Scandinavian Airlines System","Sweden",1,807,0,"YES","YES"
