"","departure_airport","departure_city","departure_country","lon_departure","lat_departure","arrival_airport","arrival_city","arrival_country","lon_arrival","lat_arrival","airline","airline_country","active_airline","distance_km","domestic_flight","origen_eur","destino_eur"
"109","Arvidsjaur","Arvidsjaur","Sweden",19.469,65.983,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,657,1,"YES","YES"
"110","Arvidsjaur","Arvidsjaur","Sweden",19.469,65.983,"Lycksele","Lycksele","Sweden",19.193,64.913,"Yuzhmashavia","Ukraine",1,119,1,"YES","YES"
"111","Arlanda","Stockholm","Sweden",18.531,60.086,"Arvidsjaur","Arvidsjaur","Sweden",19.469,65.983,"Yuzhmashavia","Ukraine",1,657,1,"YES","YES"
"112","Arlanda","Stockholm","Sweden",18.531,60.086,"Gallivare","Gallivare","Sweden",21.357,67.22,"Yuzhmashavia","Ukraine",1,805,1,"YES","YES"
"113","Arlanda","Stockholm","Sweden",18.531,60.086,"Kramfors Solleftea","Kramfors","Sweden",18.281,63.08,"Yuzhmashavia","Ukraine",1,333,1,"YES","YES"
"114","Arlanda","Stockholm","Sweden",18.531,60.086,"Lycksele","Lycksele","Sweden",19.193,64.913,"Yuzhmashavia","Ukraine",1,537,1,"YES","YES"
"115","Arlanda","Stockholm","Sweden",18.531,60.086,"Mariehamn","Mariehamn","Finland",20.496,60.203,"Yuzhmashavia","Ukraine",1,109,0,"YES","YES"
"116","Arlanda","Stockholm","Sweden",18.531,60.086,"Visby","Visby","Sweden",18.577,58.104,"Yuzhmashavia","Ukraine",1,220,1,"YES","YES"
"117","Arlanda","Stockholm","Sweden",18.531,60.086,"Vilhelmina","Vilhelmina","Sweden",17.389,64.965,"Yuzhmashavia","Ukraine",1,545,1,"YES","YES"
"118","Bromma","Stockholm","Sweden",18.569,59.59,"Östersund Airport","Östersund","Sweden",14.833,63.324,"Yuzhmashavia","Ukraine",1,459,1,"YES","YES"
"119","Kastrup","Copenhagen","Denmark",13.093,56.029,"Saab","Linkoeping","Sweden",16.134,58.676,"Yuzhmashavia","Ukraine",1,346,0,"YES","YES"
"120","Gallivare","Gallivare","Sweden",21.357,67.22,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,805,1,"YES","YES"
"121","Gallivare","Gallivare","Sweden",21.357,67.22,"Kramfors Solleftea","Kramfors","Sweden",18.281,63.08,"Yuzhmashavia","Ukraine",1,482,1,"YES","YES"
"122","Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"Mariehamn","Mariehamn","Finland",20.496,60.203,"Yuzhmashavia","Ukraine",1,283,1,"YES","YES"
"123","Hemavan Airport","Hemavan","Sweden",15.137,66.343,"Vilhelmina","Vilhelmina","Sweden",17.389,64.965,"Yuzhmashavia","Ukraine",1,184,1,"YES","YES"
"124","Kramfors Solleftea","Kramfors","Sweden",18.281,63.08,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,333,1,"YES","YES"
"125","Kramfors Solleftea","Kramfors","Sweden",18.281,63.08,"Gallivare","Gallivare","Sweden",21.357,67.22,"Yuzhmashavia","Ukraine",1,482,1,"YES","YES"
"126","Saab","Linkoeping","Sweden",16.134,58.676,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Yuzhmashavia","Ukraine",1,346,0,"YES","YES"
"127","Saab","Linkoeping","Sweden",16.134,58.676,"Orebro","Orebro","Sweden",15.063,59.372,"Yuzhmashavia","Ukraine",1,98,1,"YES","YES"
"128","Lycksele","Lycksele","Sweden",19.193,64.913,"Arvidsjaur","Arvidsjaur","Sweden",19.469,65.983,"Yuzhmashavia","Ukraine",1,119,1,"YES","YES"
"129","Lycksele","Lycksele","Sweden",19.193,64.913,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,537,1,"YES","YES"
"130","Mariehamn","Mariehamn","Finland",20.496,60.203,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,109,0,"YES","YES"
"131","Mariehamn","Mariehamn","Finland",20.496,60.203,"Helsinki Vantaa","Helsinki","Finland",25.605,60.528,"Yuzhmashavia","Ukraine",1,283,1,"YES","YES"
"132","Orebro","Orebro","Sweden",15.063,59.372,"Saab","Linkoeping","Sweden",16.134,58.676,"Yuzhmashavia","Ukraine",1,98,1,"YES","YES"
"133","Östersund Airport","Östersund","Sweden",14.833,63.324,"Bromma","Stockholm","Sweden",18.569,59.59,"Yuzhmashavia","Ukraine",1,459,1,"YES","YES"
"134","Visby","Visby","Sweden",18.577,58.104,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,220,1,"YES","YES"
"135","Vilhelmina","Vilhelmina","Sweden",17.389,64.965,"Arlanda","Stockholm","Sweden",18.531,60.086,"Yuzhmashavia","Ukraine",1,545,1,"YES","YES"
"136","Vilhelmina","Vilhelmina","Sweden",17.389,64.965,"Hemavan Airport","Hemavan","Sweden",15.137,66.343,"Yuzhmashavia","Ukraine",1,184,1,"YES","YES"
"233","Mosnov","Ostrava","Czech Republic",18.185,50.16,"Ruzyne","Prague","Czech Republic",14.433,50.168,"JobAir","Czech Republic",1,267,1,"YES","YES"
"234","Mosnov","Ostrava","Czech Republic",18.185,50.16,"Schwechat","Vienna","Austria",16.949,48.183,"JobAir","Czech Republic",1,237,0,"YES","YES"
"235","Lawica","Poznan","Poland",17.377,52.701,"Ruzyne","Prague","Czech Republic",14.433,50.168,"JobAir","Czech Republic",1,347,0,"YES","YES"
"236","Ruzyne","Prague","Czech Republic",14.433,50.168,"Mosnov","Ostrava","Czech Republic",18.185,50.16,"JobAir","Czech Republic",1,267,1,"YES","YES"
"237","Ruzyne","Prague","Czech Republic",14.433,50.168,"Lawica","Poznan","Poland",17.377,52.701,"JobAir","Czech Republic",1,347,0,"YES","YES"
"238","Schwechat","Vienna","Austria",16.949,48.183,"Mosnov","Ostrava","Czech Republic",18.185,50.16,"JobAir","Czech Republic",1,237,0,"YES","YES"
"299","Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Intersky","Austria",1,417,1,"YES","YES"
"300","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Dusseldorf","Duesseldorf","Germany",7.277,51.482,"Intersky","Austria",1,417,1,"YES","YES"
"301","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Graz","Graz","Austria",15.732,47.651,"Intersky","Austria",1,441,0,"YES","YES"
"302","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Hamburg","Hamburg","Germany",10.647,54.05,"Intersky","Austria",1,661,1,"YES","YES"
"303","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Tegel","Berlin","Germany",13.479,52.932,"Intersky","Austria",1,593,1,"YES","YES"
"304","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Schwechat","Vienna","Austria",16.949,48.183,"Intersky","Austria",1,526,0,"YES","YES"
"305","Graz","Graz","Austria",15.732,47.651,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Intersky","Austria",1,441,0,"YES","YES"
"306","Hamburg","Hamburg","Germany",10.647,54.05,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Intersky","Austria",1,661,1,"YES","YES"
"307","Tegel","Berlin","Germany",13.479,52.932,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Intersky","Austria",1,593,1,"YES","YES"
"308","Schwechat","Vienna","Austria",16.949,48.183,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Intersky","Austria",1,526,0,"YES","YES"
"820","Malaga","Malaga","Spain",-4.166,37.124,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,1724,0,"YES","YES"
"821","Arlanda","Stockholm","Sweden",18.531,60.086,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1189,0,"YES","YES"
"822","Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1578,0,"YES","YES"
"823","Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,1357,0,"YES","YES"
"824","Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Schonefeld","Berlin","Germany",13.87,52.633,"Germanwings","Germany",1,1247,0,"YES","YES"
"825","Barcelona","Barcelona","Spain",2.13,41.495,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1172,0,"YES","YES"
"826","Barcelona","Barcelona","Spain",2.13,41.495,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,1390,0,"YES","YES"
"827","Barcelona","Barcelona","Spain",2.13,41.495,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,1021,0,"YES","YES"
"830","Bologna","Bologna","Italy",11.481,44.892,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,793,0,"YES","YES"
"831","Bari","Bari","Italy",17.267,41.231,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1369,0,"YES","YES"
"832","Bari","Bari","Italy",17.267,41.231,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,1074,0,"YES","YES"
"833","Ferihegy","Budapest","Hungary",19.425,47.728,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,969,0,"YES","YES"
"834","Ferihegy","Budapest","Hungary",19.425,47.728,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,757,0,"YES","YES"
"835","Koln Bonn","Cologne","Germany",7.237,51.443,"Arlanda","Stockholm","Sweden",18.531,60.086,"Germanwings","Germany",1,1189,0,"YES","YES"
"836","Koln Bonn","Cologne","Germany",7.237,51.443,"Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Germanwings","Germany",1,1578,0,"YES","YES"
"837","Koln Bonn","Cologne","Germany",7.237,51.443,"Barcelona","Barcelona","Spain",2.13,41.495,"Germanwings","Germany",1,1172,0,"YES","YES"
"839","Koln Bonn","Cologne","Germany",7.237,51.443,"Bologna","Bologna","Italy",11.481,44.892,"Germanwings","Germany",1,793,0,"YES","YES"
"840","Koln Bonn","Cologne","Germany",7.237,51.443,"Bari","Bari","Italy",17.267,41.231,"Germanwings","Germany",1,1369,0,"YES","YES"
"841","Koln Bonn","Cologne","Germany",7.237,51.443,"Ferihegy","Budapest","Hungary",19.425,47.728,"Germanwings","Germany",1,969,0,"YES","YES"
"842","Koln Bonn","Cologne","Germany",7.237,51.443,"Kastrup","Copenhagen","Denmark",13.093,56.029,"Germanwings","Germany",1,638,0,"YES","YES"
"843","Koln Bonn","Cologne","Germany",7.237,51.443,"Dresden","Dresden","Germany",14.278,51.221,"Germanwings","Germany",1,489,1,"YES","YES"
"844","Koln Bonn","Cologne","Germany",7.237,51.443,"Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Germanwings","Germany",1,876,0,"YES","YES"
"845","Koln Bonn","Cologne","Germany",7.237,51.443,"Fiumicino","Rome","Italy",12.417,42.34,"Germanwings","Germany",1,1085,0,"YES","YES"
"846","Koln Bonn","Cologne","Germany",7.237,51.443,"Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Germanwings","Germany",1,414,1,"YES","YES"
"847","Koln Bonn","Cologne","Germany",7.237,51.443,"Woerthersee International Airport","Klagenfurt","Austria",14.562,47.07,"Germanwings","Germany",1,719,0,"YES","YES"
"848","Koln Bonn","Cologne","Germany",7.237,51.443,"Leipzig Halle","Leipzig","Germany",12.402,51.72,"Germanwings","Germany",1,358,1,"YES","YES"
"849","Koln Bonn","Cologne","Germany",7.237,51.443,"Lisboa","Lisbon","Portugal",-8.56,39.302,"Germanwings","Germany",1,1821,0,"YES","YES"
"850","Koln Bonn","Cologne","Germany",7.237,51.443,"Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Germanwings","Germany",1,3145,0,"YES","YES"
"851","Koln Bonn","Cologne","Germany",7.237,51.443,"Manchester","Manchester","United Kingdom",-1.792,53.589,"Germanwings","Germany",1,655,0,"YES","YES"
"852","Koln Bonn","Cologne","Germany",7.237,51.443,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Germanwings","Germany",1,481,1,"YES","YES"
"853","Koln Bonn","Cologne","Germany",7.237,51.443,"Malpensa","Milano","Italy",9.213,46.051,"Germanwings","Germany",1,616,0,"YES","YES"
"854","Koln Bonn","Cologne","Germany",7.237,51.443,"Cote D Azur","Nice","France",7.359,44.097,"Germanwings","Germany",1,816,0,"YES","YES"
"855","Koln Bonn","Cologne","Germany",7.237,51.443,"Ruzyne","Prague","Czech Republic",14.433,50.168,"Germanwings","Germany",1,524,0,"YES","YES"
"857","Koln Bonn","Cologne","Germany",7.237,51.443,"Pisa","Pisa","Italy",10.654,44.139,"Germanwings","Germany",1,851,0,"YES","YES"
"858","Koln Bonn","Cologne","Germany",7.237,51.443,"Laage","Laage","Germany",12.463,54.53,"Germanwings","Germany",1,489,1,"YES","YES"
"860","Koln Bonn","Cologne","Germany",7.237,51.443,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Germanwings","Germany",1,1717,0,"YES","YES"
"861","Koln Bonn","Cologne","Germany",7.237,51.443,"Sofia","Sofia","Bulgaria",23.676,43.158,"Germanwings","Germany",1,1538,0,"YES","YES"
"863","Koln Bonn","Cologne","Germany",7.237,51.443,"Stansted","London","United Kingdom",0.391,52.475,"Germanwings","Germany",1,482,0,"YES","YES"
"864","Koln Bonn","Cologne","Germany",7.237,51.443,"Schonefeld","Berlin","Germany",13.87,52.633,"Germanwings","Germany",1,472,1,"YES","YES"
"865","Koln Bonn","Cologne","Germany",7.237,51.443,"Salzburg","Salzburg","Austria",13.007,48.322,"Germanwings","Germany",1,539,0,"YES","YES"
"866","Koln Bonn","Cologne","Germany",7.237,51.443,"Tenerife Sur","Tenerife","Spain",-16.288,28.074,"Germanwings","Germany",1,3255,0,"YES","YES"
"868","Koln Bonn","Cologne","Germany",7.237,51.443,"Treviso","Treviso","Italy",12.324,46.08,"Germanwings","Germany",1,702,0,"YES","YES"
"869","Koln Bonn","Cologne","Germany",7.237,51.443,"Schwechat","Vienna","Austria",16.949,48.183,"Germanwings","Germany",1,784,0,"YES","YES"
"873","Kastrup","Copenhagen","Denmark",13.093,56.029,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,638,0,"YES","YES"
"874","Catania Fontanarossa","Catania","Italy",15.11,37.777,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,1710,0,"YES","YES"
"875","Dresden","Dresden","Germany",14.278,51.221,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,489,1,"YES","YES"
"876","Dresden","Dresden","Germany",14.278,51.221,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,418,1,"YES","YES"
"877","Dortmund","Dortmund","Germany",8.02,51.863,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Germanwings","Germany",1,474,1,"YES","YES"
"879","Edinburgh","Edinburgh","United Kingdom",-2.955,56.583,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,876,0,"YES","YES"
"880","Fiumicino","Rome","Italy",12.417,42.34,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1085,0,"YES","YES"
"881","Fiumicino","Rome","Italy",12.417,42.34,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,1171,0,"YES","YES"
"882","Fiumicino","Rome","Italy",12.417,42.34,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,793,0,"YES","YES"
"883","Friedrichshafen","Friedrichshafen","Germany",9.852,48.118,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,414,1,"YES","YES"
"885","Hannover","Hannover","Germany",10.141,52.768,"Barcelona","Barcelona","Spain",2.13,41.495,"Germanwings","Germany",1,1390,0,"YES","YES"
"886","Hannover","Hannover","Germany",10.141,52.768,"Catania Fontanarossa","Catania","Italy",15.11,37.777,"Germanwings","Germany",1,1710,0,"YES","YES"
"887","Hannover","Hannover","Germany",10.141,52.768,"Fiumicino","Rome","Italy",12.417,42.34,"Germanwings","Germany",1,1171,0,"YES","YES"
"888","Hannover","Hannover","Germany",10.141,52.768,"Malpensa","Milano","Italy",9.213,46.051,"Germanwings","Germany",1,749,0,"YES","YES"
"889","Hannover","Hannover","Germany",10.141,52.768,"Capodichino","Naples","Italy",14.484,41.476,"Germanwings","Germany",1,1297,0,"YES","YES"
"891","Hannover","Hannover","Germany",10.141,52.768,"Stansted","London","United Kingdom",0.391,52.475,"Germanwings","Germany",1,658,0,"YES","YES"
"892","Hannover","Hannover","Germany",10.141,52.768,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,405,1,"YES","YES"
"893","Hannover","Hannover","Germany",10.141,52.768,"Treviso","Treviso","Italy",12.324,46.08,"Germanwings","Germany",1,760,0,"YES","YES"
"894","Hannover","Hannover","Germany",10.141,52.768,"Schwechat","Vienna","Austria",16.949,48.183,"Germanwings","Germany",1,700,0,"YES","YES"
"897","Woerthersee International Airport","Klagenfurt","Austria",14.562,47.07,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,719,0,"YES","YES"
"898","Balice","Krakow","Poland",20.308,50.129,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,794,0,"YES","YES"
"899","Leipzig Halle","Leipzig","Germany",12.402,51.72,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,358,1,"YES","YES"
"900","Leipzig Halle","Leipzig","Germany",12.402,51.72,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,357,1,"YES","YES"
"901","Lisboa","Lisbon","Portugal",-8.56,39.302,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1821,0,"YES","YES"
"902","Gran Canaria","Gran Canaria","Spain",-14.978,28.553,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,3145,0,"YES","YES"
"903","Manchester","Manchester","United Kingdom",-1.792,53.589,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,655,0,"YES","YES"
"904","Maastricht","Maastricht","Netherlands",6.283,51.519,"Schonefeld","Berlin","Germany",13.87,52.633,"Germanwings","Germany",1,532,0,"YES","YES"
"905","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,481,1,"YES","YES"
"906","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Dortmund","Dortmund","Germany",8.02,51.863,"Germanwings","Germany",1,474,1,"YES","YES"
"908","Franz Josef Strauss","Munich","Germany",12.31,48.589,"Schonefeld","Berlin","Germany",13.87,52.633,"Germanwings","Germany",1,462,1,"YES","YES"
"909","Malpensa","Milano","Italy",9.213,46.051,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,616,0,"YES","YES"
"910","Malpensa","Milano","Italy",9.213,46.051,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,749,0,"YES","YES"
"911","Capodichino","Naples","Italy",14.484,41.476,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,1297,0,"YES","YES"
"912","Cote D Azur","Nice","France",7.359,44.097,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,816,0,"YES","YES"
"913","Ruzyne","Prague","Czech Republic",14.433,50.168,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,524,0,"YES","YES"
"922","Pisa","Pisa","Italy",10.654,44.139,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,851,0,"YES","YES"
"923","Laage","Laage","Germany",12.463,54.53,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,489,1,"YES","YES"
"924","Laage","Laage","Germany",12.463,54.53,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,634,1,"YES","YES"
"926","Makedonia","Thessaloniki","Greece",23.618,40.866,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1717,0,"YES","YES"
"927","Makedonia","Thessaloniki","Greece",23.618,40.866,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,1446,0,"YES","YES"
"928","Sofia","Sofia","Bulgaria",23.676,43.158,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,1538,0,"YES","YES"
"931","Stansted","London","United Kingdom",0.391,52.475,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,482,0,"YES","YES"
"932","Stansted","London","United Kingdom",0.391,52.475,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,658,0,"YES","YES"
"933","Stansted","London","United Kingdom",0.391,52.475,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,730,0,"YES","YES"
"934","Stuttgart","Stuttgart","Germany",9.369,49.149,"Malaga","Malaga","Spain",-4.166,37.124,"Germanwings","Germany",1,1724,0,"YES","YES"
"935","Stuttgart","Stuttgart","Germany",9.369,49.149,"Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Germanwings","Germany",1,1357,0,"YES","YES"
"936","Stuttgart","Stuttgart","Germany",9.369,49.149,"Barcelona","Barcelona","Spain",2.13,41.495,"Germanwings","Germany",1,1021,0,"YES","YES"
"938","Stuttgart","Stuttgart","Germany",9.369,49.149,"Bari","Bari","Italy",17.267,41.231,"Germanwings","Germany",1,1074,0,"YES","YES"
"939","Stuttgart","Stuttgart","Germany",9.369,49.149,"Ferihegy","Budapest","Hungary",19.425,47.728,"Germanwings","Germany",1,757,0,"YES","YES"
"940","Stuttgart","Stuttgart","Germany",9.369,49.149,"Dresden","Dresden","Germany",14.278,51.221,"Germanwings","Germany",1,418,1,"YES","YES"
"941","Stuttgart","Stuttgart","Germany",9.369,49.149,"Fiumicino","Rome","Italy",12.417,42.34,"Germanwings","Germany",1,793,0,"YES","YES"
"942","Stuttgart","Stuttgart","Germany",9.369,49.149,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,405,1,"YES","YES"
"943","Stuttgart","Stuttgart","Germany",9.369,49.149,"Balice","Krakow","Poland",20.308,50.129,"Germanwings","Germany",1,794,0,"YES","YES"
"944","Stuttgart","Stuttgart","Germany",9.369,49.149,"Leipzig Halle","Leipzig","Germany",12.402,51.72,"Germanwings","Germany",1,357,1,"YES","YES"
"946","Stuttgart","Stuttgart","Germany",9.369,49.149,"Laage","Laage","Germany",12.463,54.53,"Germanwings","Germany",1,634,1,"YES","YES"
"947","Stuttgart","Stuttgart","Germany",9.369,49.149,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Germanwings","Germany",1,1446,0,"YES","YES"
"949","Stuttgart","Stuttgart","Germany",9.369,49.149,"Stansted","London","United Kingdom",0.391,52.475,"Germanwings","Germany",1,730,0,"YES","YES"
"950","Stuttgart","Stuttgart","Germany",9.369,49.149,"Schonefeld","Berlin","Germany",13.87,52.633,"Germanwings","Germany",1,499,1,"YES","YES"
"951","Stuttgart","Stuttgart","Germany",9.369,49.149,"Schwechat","Vienna","Austria",16.949,48.183,"Germanwings","Germany",1,566,0,"YES","YES"
"954","Schonefeld","Berlin","Germany",13.87,52.633,"Aurel Vlaicu","Bucharest","Romania",26.17,44.838,"Germanwings","Germany",1,1247,0,"YES","YES"
"955","Schonefeld","Berlin","Germany",13.87,52.633,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,472,1,"YES","YES"
"956","Schonefeld","Berlin","Germany",13.87,52.633,"Maastricht","Maastricht","Netherlands",6.283,51.519,"Germanwings","Germany",1,532,0,"YES","YES"
"957","Schonefeld","Berlin","Germany",13.87,52.633,"Franz Josef Strauss","Munich","Germany",12.31,48.589,"Germanwings","Germany",1,462,1,"YES","YES"
"959","Schonefeld","Berlin","Germany",13.87,52.633,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,499,1,"YES","YES"
"961","Salzburg","Salzburg","Austria",13.007,48.322,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,539,0,"YES","YES"
"962","Tenerife Sur","Tenerife","Spain",-16.288,28.074,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,3255,0,"YES","YES"
"964","Treviso","Treviso","Italy",12.324,46.08,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,702,0,"YES","YES"
"965","Treviso","Treviso","Italy",12.324,46.08,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,760,0,"YES","YES"
"966","Schwechat","Vienna","Austria",16.949,48.183,"Koln Bonn","Cologne","Germany",7.237,51.443,"Germanwings","Germany",1,784,0,"YES","YES"
"967","Schwechat","Vienna","Austria",16.949,48.183,"Hannover","Hannover","Germany",10.141,52.768,"Germanwings","Germany",1,700,0,"YES","YES"
"968","Schwechat","Vienna","Austria",16.949,48.183,"Stuttgart","Stuttgart","Germany",9.369,49.149,"Germanwings","Germany",1,566,0,"YES","YES"
"2245","St Gatien","Deauville","France",0.257,49.608,"Guipavas","Brest","France",-4.031,48.746,"Jet4You","Morocco",1,326,1,"YES","YES"
"2246","Metz Nancy Lorraine","Metz","France",6.418,49.636,"Lesquin","Lille","France",3.149,50.936,"Jet4You","Morocco",1,273,1,"YES","YES"
"2256","Nantes Atlantique","Nantes","France",-1.352,47.255,"Merignac","Bordeaux","France",-0.526,45.38,"Jet4You","Morocco",1,217,1,"YES","YES"
"2768","Charles De Gaulle","Paris","France",2.916,49.021,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Air Moldova","Moldova",1,446,0,"YES","YES"
"2771","Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Charles De Gaulle","Paris","France",2.916,49.021,"Air Moldova","Moldova",1,446,0,"YES","YES"
"2789","Larnaca","Larnaca","Cyprus",34.041,35.458,"Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Air Moldova","Moldova",1,908,0,"YES","YES"
"2791","Gatwick","London","United Kingdom",0.349,51.246,"Frankfurt Main","Frankfurt","Germany",8.905,50.044,"Air Moldova","Moldova",1,617,0,"YES","YES"
"3172","Chios","Chios","Greece",26.234,38.571,"Makedonia","Thessaloniki","Greece",23.618,40.866,"Cielos Airlines","Peru",0,339,1,"YES","YES"
"3174","Makedonia","Thessaloniki","Greece",23.618,40.866,"Chios","Chios","Greece",26.234,38.571,"Cielos Airlines","Peru",0,339,1,"YES","YES"
"3176","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Dimokritos","Alexandroupolis","Greece",26.593,41.426,"Aegean Airlines","Greece",1,362,1,"YES","YES"
"3177","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Barcelona","Barcelona","Spain",2.13,41.495,"Aegean Airlines","Greece",1,1932,0,"YES","YES"
"3179","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Brussels Natl","Brussels","Belgium",4.807,51.502,"Aegean Airlines","Greece",1,2104,0,"YES","YES"
"3180","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Charles De Gaulle","Paris","France",2.916,49.021,"Aegean Airlines","Greece",1,2079,0,"YES","YES"
"3181","Eleftherios Venizelos Intl","Athens","Greece",24.574,38.56,"Ioannis Kapodistrias Intl","Kerkyra/corfu","Greece",20.519,40.003,"Aegean Airlines","Greece",1,384,1,"YES","YES"
