"original address",latitude,longitude,accuracy,status code
"Lloret de Mar,Girona,Spain",41.6987848,2.8475835,4,200
"Llosses, les,Girona,Spain",42.150029,2.1155174,4,200
"Maçanet de Cabrenys,Girona,Spain",42.3855788,2.7536736,4,200
"Maçanet de la Selva,Girona,Spain",41.7770365,2.7326201,4,200
"Madremanya,Girona,Spain",41.9901429,2.9555172,4,200
"Maià de Montcal,Girona,Spain",42.2214349,2.7448131,4,200
"Masarac,Girona,Spain",42.3513341,2.9711997,4,200
"Massanes,Girona,Spain",41.7645786,2.6543893,4,200
"Meranges,Girona,Spain",42.4456022,1.7876774,4,200
"Mieres,Girona,Spain",42.127,2.6392444,4,200
"Mollet de Peralada,Girona,Spain",42.3598126,2.9998149,4,200
"Molló,Girona,Spain",42.3464273,2.4045067,4,200
"Mont-ras,Girona,Spain",41.9082682,3.1469385,4,200
"Montagut i Oix,Girona,Spain",42.2316466,2.5954532,4,200
"Navata,Girona,Spain",42.2234439,2.8619375,4,200
"Ogassa,Girona,Spain",42.2657926,2.2778402,4,200
"Olot,Girona,Spain",42.1821095,2.488189,4,200
"Ordis,Girona,Spain",42.2180884,2.9069209,4,200
"Osor,Girona,Spain",41.9469954,2.552534,4,200
"Palafrugell,Girona,Spain",41.9171881,3.1638167,4,200
"Palamós,Girona,Spain",41.8467643,3.1286356,4,200
"Palau de Santa Eulàlia,Girona,Spain",42.1736499,2.9651387,4,200
"Palau-sator,Girona,Spain",41.9881533,3.1103357,4,200
"Palau-saverdera,Girona,Spain",42.3077552,3.1475848,4,200
"Palol de Revardit,Girona,Spain",42.071251,2.8030442,4,200
"Pals,Girona,Spain",41.9712149,3.1488764,4,200
"Pardines,Girona,Spain",42.3127142,2.2131128,4,200
"Parlavà,Girona,Spain",42.0218778,3.0318014,4,200
"Pau,Girona,Spain",42.3145658,3.1142494,4,200
"Pedret i Marzà,Girona,Spain",42.3104846,3.0680864,4,200
"Pera, la,Girona,Spain",42.0212379,2.9729454,4,200
"Peralada,Girona,Spain",42.3079643,3.0104516,4,200
"Planes d`Hostoles, les,Girona,Spain",42.0557478,2.5376947,9,200
"Planoles,Girona,Spain",42.3160941,2.1028005,4,200
"Pont de Molins,Girona,Spain",42.3139539,2.9289855,4,200
"Pontós,Girona,Spain",42.1867106,2.9165595,4,200
"Porqueres,Girona,Spain",42.1218553,2.7482116,4,200
"Port de la Selva, el,Girona,Spain",42.3365934,3.2036884,4,200
"Portbou,Girona,Spain",42.4265286,3.1593696,4,200
"Preses, les,Girona,Spain",42.1463447,2.4597909,4,200
"Puigcerdà,Girona,Spain",42.431348,1.9277281,4,200
"Quart,Girona,Spain",41.9383303,2.841294,4,200
"Queralbs,Girona,Spain",42.3495254,2.1633502,4,200
"Rabós,Girona,Spain",42.379559,3.0268677,4,200
"Regencós,Girona,Spain",41.9524681,3.1714592,4,200
"Ribes de Freser,Girona,Spain",42.3063699,2.1691016,4,200
"Riells i Viabrea,Girona,Spain",41.7216667,2.5516667,4,200
"Ripoll,Girona,Spain",42.2007953,2.1906228,4,200
"Riudarenes,Girona,Spain",41.8219795,2.7167258,4,200
"Riudaura,Girona,Spain",42.188709,2.4074679,4,200
"Riudellots de la Selva,Girona,Spain",41.8932893,2.8042867,4,200
"Riumors,Girona,Spain",42.2262392,3.041699,4,200
"Roses,Girona,Spain",42.2629682,3.174805,4,200
"Rupià,Girona,Spain",42.0196066,3.0106592,4,200
"Sales de Llierca,Girona,Spain",42.2372952,2.6574988,4,200
"Salt,Girona,Spain",41.9741587,2.7925862,4,200
"Sant Andreu Salou,Girona,Spain",41.8730388,2.8253938,4,200
"Sant Aniol de Finestres,Girona,Spain",42.0900302,2.5875223,4,200
"Sant Climent Sescebes,Girona,Spain",42.3686168,2.9806639,4,200
"Sant Feliu de Buixalleu,Girona,Spain",41.7907143,2.5854278,4,200
"Sant Feliu de Guíxols,Girona,Spain",41.7805807,3.0307333,4,200
"Sant Feliu de Pallerols,Girona,Spain",42.0782749,2.509799,4,200
"Sant Ferriol,Girona,Spain",42.1833333,2.6666667,4,200
"Sant Gregori,Girona,Spain",41.9906082,2.7595037,4,200
"Sant Hilari Sacalm,Girona,Spain",41.8789572,2.510884,4,200
"Sant Jaume de Llierca,Girona,Spain",42.2137362,2.6063699,4,200
"Sant Joan de les Abadesses,Girona,Spain",42.2334319,2.2855324,4,200
"Sant Joan de Mollet,Girona,Spain",42.0459081,2.941206,4,200
"Sant Joan les Fonts,Girona,Spain",42.2124023,2.5116778,4,200
"Sant Jordi Desvalls,Girona,Spain",42.070581,2.9540443,4,200
"Sant Julià de Ramis,Girona,Spain",42.0282434,2.8535408,4,200
"Sant Julià del Llor i Bonmatí,Girona,Spain",41.9702756,2.664303,4,200
"Sant Llorenç de la Muga,Girona,Spain",42.3211968,2.7895138,4,200
"Sant Martí de Llémena,Girona,Spain",42.0367168,2.647339,4,200
"Sant Martí Vell,Girona,Spain",42.0208943,2.9307427,4,200
"Sant Miquel de Campmajor,Girona,Spain",42.135955,2.6780475,4,200
"Sant Miquel de Fluvià,Girona,Spain",42.1737642,2.9907213,4,200
"Sant Mori,Girona,Spain",42.1565232,2.9884151,4,200
"Sant Pau de Segúries,Girona,Spain",42.261632,2.3659316,4,200
"Sant Pere Pescador,Girona,Spain",42.1879607,3.0823525,4,200
"Santa Coloma de Farners,Girona,Spain",41.8608081,2.6677718,4,200
"Santa Cristina d`Aro,Girona,Spain",41.815661,3.0029273,4,200
"Santa Llogaia d`Àlguema,Girona,Spain",42.2343901,2.9519058,4,200
"Santa Pau,Girona,Spain",42.1450573,2.5698411,9,200
"Sarrià de Ter,Girona,Spain",42.0144577,2.824395,4,200
"Saus, Camallera i Llampaies,Girona,Spain",42.1226021,2.9619041,4,200
"Selva de Mar, la,Girona,Spain",42.3246278,3.1876702,4,200
"Serinyà,Girona,Spain",42.1704111,2.7442675,4,200
"Serra de Daró,Girona,Spain",42.0273733,3.0715032,4,200
"Setcases,Girona,Spain",42.373706,2.3007042,4,200
"Sils,Girona,Spain",41.8091504,2.743491,4,200
"Siurana,Girona,Spain",42.2093486,2.994269,4,200
"Susqueda,Girona,Spain",41.9833333,2.5166667,4,200
"Tallada d`Empordà, la,Girona,Spain",42.0800172,3.0567727,4,200
"Terrades,Girona,Spain",42.310355,2.8396452,4,200
"Torrent,Girona,Spain",41.9524572,3.1283895,4,200
"Torroella de Fluvià,Girona,Spain",42.1755679,3.039541,4,200
"Torroella de Montgrí,Girona,Spain",42.0431787,3.1263609,4,200
"Tortellà,Girona,Spain",42.2336945,2.6302779,4,200
"Toses,Girona,Spain",42.3207591,2.0141523,4,200
"Tossa de Mar,Girona,Spain",41.7201833,2.9320973,4,200
"Ullà,Girona,Spain",42.0517807,3.1097331,4,200
"Ullastret,Girona,Spain",42.000874,3.0699308,4,200
"Ultramort,Girona,Spain",42.0379811,3.0354234,4,200
"Urús,Girona,Spain",42.3503873,1.852658,4,200
"Vajol, la,Girona,Spain",42.4043984,2.799725,4,200
"Vall d`en Bas, la,Girona,Spain",42.121378,2.452299,4,200
"Vall de Bianya, la,Girona,Spain",42.2108327,2.4572444,9,200
"Vall-llobrega,Girona,Spain",41.883714,3.1213646,4,200
"Vallfogona de Ripollès,Girona,Spain",42.1963858,2.3033393,4,200
"Ventalló,Girona,Spain",42.1495792,3.0263049,4,200
"Verges,Girona,Spain",42.0628101,3.0458358,4,200
"Vidrà,Girona,Spain",42.1221136,2.3092776,4,200
"Vidreres,Girona,Spain",41.790267,2.7800142,4,200
"Vila-sacra,Girona,Spain",42.2646479,3.0165578,4,200
"Vilabertran,Girona,Spain",42.2842168,2.9817094,4,200
"Vilablareix,Girona,Spain",41.9563921,2.7730018,4,200
"Viladamat,Girona,Spain",42.1323122,3.0754846,4,200
"Viladasens,Girona,Spain",42.0955047,2.9294096,4,200
"Vilademuls,Girona,Spain",42.1389588,2.8885705,4,200
"Viladrau,Girona,Spain",41.8489435,2.3910264,4,200
"Vilafant,Girona,Spain",42.2464232,2.9375326,4,200
"Vilajuïga,Girona,Spain",42.3245725,3.0905212,4,200
"Vilallonga de Ter,Girona,Spain",42.3307501,2.3109588,4,200
"Vilamacolum,Girona,Spain",42.1959402,3.0564047,4,200
"Vilamalla,Girona,Spain",42.2169825,2.9701363,4,200
"Vilamaniscle,Girona,Spain",42.3744496,3.0670371,4,200
"Vilanant,Girona,Spain",42.2545457,2.8897835,4,200
"Vilaür,Girona,Spain",42.1433975,2.9554401,4,200
"Vilobí d`Onyar,Girona,Spain",41.8875235,2.7399021,4,200
"Vilopriu,Girona,Spain",42.1039579,2.9930082,4,200
"Aiguamúrcia,Tarragona,Spain",41.3301841,1.3594544,4,200
"Albinyana,Tarragona,Spain",41.245453,1.4897531,4,200
"Albiol, l`,Tarragona,Spain",41.2518189,1.08958,4,200
"Alcanar,Tarragona,Spain",40.544838,0.4811905,4,200
"Alcover,Tarragona,Spain",41.2623936,1.1701588,4,200
"Aldea, l`,Tarragona,Spain",40.7418029,0.6119037,4,200
"Aldover,Tarragona,Spain",40.8797324,0.4995357,4,200
"Aleixar, l`,Tarragona,Spain",41.2015065,1.0446666,4,200
"Alfara de Carles,Tarragona,Spain",40.8738657,0.3998365,4,200
"Alforja,Tarragona,Spain",41.2113272,0.9762403,4,200
"Alió,Tarragona,Spain",41.2935224,1.3054009,4,200
"Almoster,Tarragona,Spain",41.1971911,1.1124545,4,200
"Altafulla,Tarragona,Spain",41.1427418,1.3731464,4,200
"Ametlla de Mar, l`,Tarragona,Spain",40.8850733,0.8033742,4,200
"Ampolla, l`,Tarragona,Spain",40.8132425,0.7095863,4,200
"Amposta,Tarragona,Spain",40.7123115,0.579972,4,200
"Arboç, l`,Tarragona,Spain",41.2653523,1.6035232,4,200
"Arbolí,Tarragona,Spain",41.2425138,0.9490852,4,200
"Argentera, l`,Tarragona,Spain",41.1379345,0.909145,4,200
"Arnes,Tarragona,Spain",40.9109824,0.260313,4,200
"Ascó,Tarragona,Spain",41.183719,0.5671799,4,200
"Banyeres del Penedès,Tarragona,Spain",41.2796693,1.5833769,4,200
"Barberà de la Conca,Tarragona,Spain",41.4130905,1.228101,4,200
"Batea,Tarragona,Spain",41.0941184,0.3120051,4,200
"Bellmunt del Priorat,Tarragona,Spain",41.1630819,0.7666381,4,200
"Bellvei,Tarragona,Spain",41.2399203,1.5772767,4,200
"Benifallet,Tarragona,Spain",40.9746158,0.5170919,4,200
"Benissanet,Tarragona,Spain",41.0570463,0.6343785,4,200
"Bisbal de Falset, la,Tarragona,Spain",41.2792729,0.7221786,4,200
"Bisbal del Penedès, la,Tarragona,Spain",41.2801999,1.4888961,4,200
"Blancafort,Tarragona,Spain",41.4379154,1.159119,4,200
"Bonastre,Tarragona,Spain",41.2221405,1.4403134,4,200
"Borges del Camp, les,Tarragona,Spain",41.1720643,1.0204666,4,200
"Bot,Tarragona,Spain",41.00909,0.3821412,4,200
"Botarell,Tarragona,Spain",41.1356371,0.9896871,4,200
"Bràfim,Tarragona,Spain",41.268771,1.3412293,4,200
"Cabacés,Tarragona,Spain",41.2452814,0.731154,4,200
"Cabra del Camp,Tarragona,Spain",41.3949646,1.2759416,4,200
"Calafell,Tarragona,Spain",41.2005582,1.5684408,4,200
"Camarles,Tarragona,Spain",40.771336,0.672512,4,200
"Cambrils,Tarragona,Spain",41.067056,1.0564192,4,200
"Canonja, la,Tarragona,Spain",41.1229899,1.1786487,4,200
"Capafonts,Tarragona,Spain",41.2958772,1.0275762,4,200
"Capçanes,Tarragona,Spain",41.1015484,0.780364,4,200
"Caseres,Tarragona,Spain",41.0406197,0.251333,4,200
"Castellvell del Camp,Tarragona,Spain",41.1799932,1.0987049,4,200
"Catllar, el,Tarragona,Spain",41.1406368,1.3108356,6,200
"Colldejou,Tarragona,Spain",41.09893,0.8881252,4,200
"Conesa,Tarragona,Spain",41.5202019,1.2927092,4,200
"Constantí,Tarragona,Spain",41.1510429,1.2166753,4,200
"Corbera d`Ebre,Tarragona,Spain",41.0776354,0.4780503,4,200
"Cornudella de Montsant,Tarragona,Spain",41.2650619,0.905523,4,200
"Creixell,Tarragona,Spain",41.168031,1.4406204,4,200
"Cunit,Tarragona,Spain",41.1988381,1.6367179,4,200
"Deltebre,Tarragona,Spain",40.7194412,0.7083474,4,200
"Duesaigües,Tarragona,Spain",41.1447336,0.9291461,4,200
"Espluga de Francolí, l`,Tarragona,Spain",41.394812,1.0985102,4,200
"Falset,Tarragona,Spain",41.146334,0.8212665,4,200
"Fatarella, la,Tarragona,Spain",41.1615848,0.4733999,4,200
"Febró, la,Tarragona,Spain",41.2771181,1.005036,4,200
"Figuera, la,Tarragona,Spain",41.1206838,1.1839108,6,200
"Figuerola del Camp,Tarragona,Spain",41.3710183,1.2640956,4,200
"Flix,Tarragona,Spain",41.2274423,0.5446956,4,200
"Forès,Tarragona,Spain",41.4933659,1.2412502,4,200
"Freginals,Tarragona,Spain",40.6699435,0.5207712,4,200
"Galera, la,Tarragona,Spain",40.6810158,0.4626295,4,200
"Gandesa,Tarragona,Spain",41.052142,0.438685,4,200
"Garcia,Tarragona,Spain",41.1366515,0.6501854,4,200
"Garidells, els,Tarragona,Spain",41.207489,1.2474851,4,200
"Ginestar,Tarragona,Spain",41.0420942,0.6326027,4,200
"Godall,Tarragona,Spain",40.6554386,0.4687304,4,200
"Gratallops,Tarragona,Spain",41.1928756,0.7754412,4,200
"Guiamets, els,Tarragona,Spain",41.102005,0.7521071,4,200
"Horta de Sant Joan,Tarragona,Spain",40.9559894,0.3153664,4,200
"Lloar, el,Tarragona,Spain",41.1865108,0.7503626,4,200
"Llorac,Tarragona,Spain",41.5570923,1.307496,4,200
"Llorenç del Penedès,Tarragona,Spain",41.2842017,1.5506563,4,200
"Marçà,Tarragona,Spain",41.1268215,0.8007984,4,200
"Margalef,Tarragona,Spain",41.284324,0.7545403,4,200
"Mas de Barberans,Tarragona,Spain",40.7347593,0.3733965,4,200
"Masdenverge,Tarragona,Spain",40.7141391,0.5311569,4,200
"Masllorenç,Tarragona,Spain",41.2685326,1.4142842,4,200
"Masó, la,Tarragona,Spain",41.2330161,1.2213867,4,200
"Maspujols,Tarragona,Spain",41.182805,1.0465985,4,200
"Masroig, el,Tarragona,Spain",41.1245757,0.7344264,4,200
"Milà, el,Tarragona,Spain",41.2490383,1.2052496,4,200
"Miravet,Tarragona,Spain",41.040006,0.5978457,4,200
"Molar, el,Tarragona,Spain",41.1634753,0.7060272,4,200
"Mont-ral,Tarragona,Spain",41.2891667,1.3416667,4,200
"Mont-roig del Camp,Tarragona,Spain",41.0855649,0.9616579,4,200
"Montblanc,Tarragona,Spain",41.3768551,1.1614697,4,200
"Montbrió del Camp,Tarragona,Spain",41.1219301,1.005617,4,200
"Montferri,Tarragona,Spain",41.2652805,1.3667628,4,200
"Montmell, el,Tarragona,Spain",41.3175,1.4541667,4,200
"Móra d`Ebre,Tarragona,Spain",41.0885896,0.6391603,4,200
"Móra la Nova,Tarragona,Spain",41.1009365,0.6511012,4,200
"Morell, el,Tarragona,Spain",41.1922909,1.2068841,4,200
"Morera de Montsant, la,Tarragona,Spain",41.265955,0.840601,4,200
"Nou de Gaià, la,Tarragona,Spain",41.1822901,1.3744789,4,200
"Nulles,Tarragona,Spain",41.2505789,1.295914,4,200
"Pallaresos, els,Tarragona,Spain",41.175765,1.2721409,4,200
"Palma d`Ebre, la,Tarragona,Spain",41.2842466,0.6655047,4,200
"Passanant i Belltall,Tarragona,Spain",41.5316405,1.1970802,4,200
"Paüls,Tarragona,Spain",40.9221151,0.4018317,4,200
"Perafort,Tarragona,Spain",41.1920035,1.2560161,4,200
"Perelló, el,Tarragona,Spain",40.8754335,0.7124032,4,200
"Piles, les,Tarragona,Spain",41.5042392,1.3429638,4,200
"Pinell de Brai, el,Tarragona,Spain",41.0173561,0.5155108,4,200
"Pira,Tarragona,Spain",41.4239445,1.2021584,4,200
"Pla de Santa Maria, el,Tarragona,Spain",41.3625563,1.2930289,4,200
"Pobla de Mafumet, la,Tarragona,Spain",41.1880204,1.2097182,4,200
"Pobla de Massaluca, la,Tarragona,Spain",41.1810207,0.3540713,4,200
"Pobla de Montornès, la,Tarragona,Spain",41.1787781,1.4146188,4,200
"Poboleda,Tarragona,Spain",41.2349586,0.8457368,4,200
"Pont d`Armentera, el,Tarragona,Spain",41.384068,1.3626146,4,200
"Pontils,Tarragona,Spain",41.4772418,1.3882711,4,200
"Porrera,Tarragona,Spain",41.1879143,0.8540307,4,200
"Pradell de la Teixeta,Tarragona,Spain",41.1569302,0.8759075,4,200
"Prades,Tarragona,Spain",41.30876,0.9884451,4,200
"Prat de Comte,Tarragona,Spain",40.9829821,0.4056279,4,200
"Pratdip,Tarragona,Spain",41.0518858,0.8716488,4,200
"Puigpelat,Tarragona,Spain",41.277879,1.297163,4,200
"Querol,Tarragona,Spain",41.4245023,1.3979004,4,200
"Rasquera,Tarragona,Spain",41.0026734,0.6005385,4,200
"Renau,Tarragona,Spain",41.2244955,1.3116477,4,200
"Reus,Tarragona,Spain",41.1548179,1.108676,4,200
"Riba-roja d`Ebre,Tarragona,Spain",41.2505754,0.4876638,4,200
"Riba, la,Tarragona,Spain",41.116396,1.2466081,6,200
"Riera de Gaià, la,Tarragona,Spain",41.1698309,1.366804,9,200
"Riudecanyes,Tarragona,Spain",41.1305347,0.9625295,4,200
"Riudecols,Tarragona,Spain",41.1676826,0.9759995,4,200
"Riudoms,Tarragona,Spain",41.1386105,1.0558138,4,200
"Rocafort de Queralt,Tarragona,Spain",41.4771526,1.2824012,4,200
"Roda de Barà,Tarragona,Spain",41.1853757,1.4566875,4,200
"Rodonyà,Tarragona,Spain",41.2818432,1.3996391,4,200
"Roquetes,Tarragona,Spain",40.821086,0.5021107,4,200
"Rourell, el,Tarragona,Spain",41.2229421,1.2174217,4,200
"Salomó,Tarragona,Spain",41.2303997,1.376109,4,200
"Salou,Tarragona,Spain",41.0766755,1.1444986,4,200
"Sant Carles de la Ràpita,Tarragona,Spain",40.6202045,0.5928925,4,200
"Sant Jaume d`Enveja,Tarragona,Spain",40.7039917,0.7173735,4,200
"Sant Jaume dels Domenys,Tarragona,Spain",41.2993365,1.5590533,4,200
"Santa Bàrbara,Tarragona,Spain",40.7144251,0.4922784,4,200
"Santa Coloma de Queralt,Tarragona,Spain",41.5308881,1.3814796,4,200
"Santa Oliva,Tarragona,Spain",41.2525168,1.5493767,4,200
"Sarral,Tarragona,Spain",41.4453979,1.2461364,4,200
"Savallà del Comtat,Tarragona,Spain",41.5430386,1.3002929,4,200
"Secuita, la,Tarragona,Spain",41.204132,1.2806227,4,200
"Selva del Camp, la,Tarragona,Spain",41.2141349,1.1396062,4,200
"Senan,Tarragona,Spain",41.4699412,1.0854505,4,200
"Sénia, la,Tarragona,Spain",40.633388,0.2853313,4,200
"Solivella,Tarragona,Spain",41.4558225,1.1785817,4,200
"Tarragona,Tarragona,Spain",41.1186629,1.24533,4,200
"Tivenys,Tarragona,Spain",40.9074035,0.5112524,4,200
"Tivissa,Tarragona,Spain",41.0395663,0.7331267,4,200
"Torre de Fontaubella, la,Tarragona,Spain",41.1251693,0.8647319,4,200
"Torre de l`Espanyol, la,Tarragona,Spain",41.1925067,0.6271237,4,200
"Torredembarra,Tarragona,Spain",41.1445142,1.3971,4,200
"Torroja del Priorat,Tarragona,Spain",41.2131681,0.8101557,4,200
"Tortosa,Tarragona,Spain",40.8110042,0.5209974,4,200
"Ulldecona,Tarragona,Spain",40.5972869,0.4427551,4,200
"Ulldemolins,Tarragona,Spain",41.3227234,0.8768876,4,200
"Vallclara,Tarragona,Spain",41.3773736,0.9820189,4,200
"Vallfogona de Riucorb,Tarragona,Spain",41.5627933,1.2373226,4,200
"Vallmoll,Tarragona,Spain",41.2436064,1.2492871,4,200
"Valls,Tarragona,Spain",41.2874357,1.2516619,4,200
"Vandellòs i l`Hospitalet de l`Infant,Tarragona,Spain",40.9940747,0.9206191,4,200
"Vendrell, el,Tarragona,Spain",41.2204167,1.5348453,4,200
"Vespella de Gaià,Tarragona,Spain",41.2054255,1.3594288,4,200
"Vila-rodona,Tarragona,Spain",41.3096661,1.35811,4,200
"Vila-seca,Tarragona,Spain",41.1109501,1.1450011,4,200
"Vilabella,Tarragona,Spain",41.248242,1.3316246,4,200
"Vilalba dels Arcs,Tarragona,Spain",41.1205485,0.4081464,4,200
"Vilallonga del Camp,Tarragona,Spain",41.2089985,1.2072605,4,200
"Vilanova d`Escornalbou,Tarragona,Spain",41.1141893,0.9367994,4,200
"Vilanova de Prades,Tarragona,Spain",41.3478356,0.9562585,4,200
"Vilaplana,Tarragona,Spain",41.2289813,1.0328733,4,200
"Vilaverd,Tarragona,Spain",41.3361996,1.1760766,4,200
"Vilella Alta, la,Tarragona,Spain",41.2257291,0.7804764,4,200
"Vilella Baixa, la,Tarragona,Spain",41.2208843,0.7627931,4,200
"Vimbodí i Poblet,Tarragona,Spain",41.4008038,1.0488505,4,200
"Vinebre,Tarragona,Spain",41.1837505,0.5898409,4,200
"Vinyols i els Arcs,Tarragona,Spain",41.1133839,1.0397088,4,200
"Xerta,Tarragona,Spain",40.9064279,0.4906173,4,200
"Abella de la Conca,Lleida,Spain",42.1611789,1.0911562,4,200
"Àger,Lleida,Spain",42.0028246,0.7643949,4,200
"Agramunt,Lleida,Spain",41.7861117,1.0988114,4,200
"Aitona,Lleida,Spain",41.4957636,0.4597391,4,200
"Alamús, els,Lleida,Spain",41.6160974,0.7375647,4,200
"Alàs i Cerc,Lleida,Spain",42.3515746,1.5050765,4,200
"Albagés, l`,Lleida,Spain",41.4480967,0.7388024,4,200
"Albatàrrec,Lleida,Spain",41.5729903,0.6057172,4,200
"Albesa,Lleida,Spain",41.7519835,0.6582234,4,200
"Albi, l`,Lleida,Spain",41.4251737,0.9378923,4,200
"Alcanó,Lleida,Spain",41.4808447,0.6179771,4,200
"Alcarràs,Lleida,Spain",41.5661386,0.530272,4,200
"Alcoletge,Lleida,Spain",41.6490929,0.6945253,4,200
"Alfarràs,Lleida,Spain",41.8309339,0.5681205,4,200
"Alfés,Lleida,Spain",41.5221258,0.61902,4,200
"Algerri,Lleida,Spain",41.8144847,0.6366221,4,200
"Alguaire,Lleida,Spain",41.7379521,0.5897447,4,200
"Alins,Lleida,Spain",42.5492769,1.3174852,4,200
"Almacelles,Lleida,Spain",41.7310149,0.4377279,4,200
"Almatret,Lleida,Spain",41.3052594,0.4244163,4,200
"Almenar,Lleida,Spain",41.7955173,0.5701049,4,200
"Alòs de Balaguer,Lleida,Spain",41.9118727,0.9600118,4,200
"Alpicat,Lleida,Spain",41.6671144,0.5552974,4,200
"Alt Àneu,Lleida,Spain",42.635288,1.107489,4,200
"Anglesola,Lleida,Spain",41.6573091,1.0867616,4,200
"Arbeca,Lleida,Spain",41.5404466,0.9184976,4,200
"Arres,Lleida,Spain",42.7569,0.712222,4,200
"Arsèguel,Lleida,Spain",42.3499536,1.5842707,4,200
"Artesa de Lleida,Lleida,Spain",41.5532128,0.7055162,4,200
"Artesa de Segre,Lleida,Spain",41.8950081,1.047474,4,200
"Aspa,Lleida,Spain",41.4957325,0.6723415,4,200
"Avellanes i Santa Linya, les,Lleida,Spain",41.9078206,0.766037,4,200
"Baix Pallars,Lleida,Spain",42.3255556,1.0655556,4,200
"Balaguer,Lleida,Spain",41.7897038,0.805238,4,200
"Barbens,Lleida,Spain",41.6776561,1.0149927,4,200
"Baronia de Rialb, la,Lleida,Spain",41.974248,1.1787589,4,200
"Bassella,Lleida,Spain",42.005753,1.2949752,4,200
"Bausen,Lleida,Spain",42.834485,0.7167327,4,200
"Belianes,Lleida,Spain",41.5591185,1.0162851,4,200
"Bell-lloc d`Urgell,Lleida,Spain",41.6294011,0.7808905,4,200
"Bellaguarda,Lleida,Spain",41.336977,0.7346494,4,200
"Bellcaire d`Urgell,Lleida,Spain",41.7574714,0.9065079,4,200
"Bellmunt d`Urgell,Lleida,Spain",41.7727039,0.9525583,4,200
"Bellpuig,Lleida,Spain",41.6260709,1.0092164,4,200
"Bellver de Cerdanya,Lleida,Spain",42.3701531,1.7782706,4,200
"Bellvís,Lleida,Spain",41.6734901,0.8210204,4,200
"Benavent de Segrià,Lleida,Spain",41.6962586,0.633923,4,200
"Biosca,Lleida,Spain",41.8394627,1.3561621,4,200
"Bòrdes, es,Lleida,Spain",42.7377243,0.7190797,4,200
"Borges Blanques, les,Lleida,Spain",41.5205236,0.8692022,4,200
"Bossòst,Lleida,Spain",42.7854503,0.6924253,4,200
"Bovera,Lleida,Spain",41.3281564,0.6388591,4,200
"Cabanabona,Lleida,Spain",41.8514935,1.2174372,4,200
"Cabó,Lleida,Spain",42.2381943,1.2496002,4,200
"Camarasa,Lleida,Spain",41.8719816,0.8746512,4,200
"Canejan,Lleida,Spain",42.8382165,0.7382667,4,200
"Castell de Mur,Lleida,Spain",42.1047073,0.8576803,4,200
"Castellar de la Ribera,Lleida,Spain",42.0221059,1.4159928,4,200
"Castelldans,Lleida,Spain",41.4979105,0.7652315,4,200
"Castellnou de Seana,Lleida,Spain",41.6446866,0.9675318,4,200
"Castelló de Farfanya,Lleida,Spain",41.8164534,0.7320892,4,200
"Castellserà,Lleida,Spain",41.7461293,0.9867843,4,200
"Cava,Lleida,Spain",42.3249832,1.6053646,4,200
"Cervera,Lleida,Spain",41.6683214,1.2751514,4,200
"Cervià de les Garrigues,Lleida,Spain",41.4265022,0.860136,4,200
"Ciutadilla,Lleida,Spain",41.5614488,1.1371393,4,200
"Clariana de Cardener,Lleida,Spain",41.9334652,1.6239094,4,200
"Cogul, el,Lleida,Spain",41.4679667,0.6894156,4,200
"Coll de Nargó,Lleida,Spain",42.17325,1.3165101,4,200
"Coma i la Pedra, la,Lleida,Spain",42.1777778,1.5908333,1,200
"Conca de Dalt,Lleida,Spain",42.2441111,0.9713056,4,200
"Corbins,Lleida,Spain",41.690995,0.6974681,4,200
"Cubells,Lleida,Spain",41.8531252,0.9575363,4,200
"Espluga Calba, l`,Lleida,Spain",41.4962775,1.0049311,4,200
"Espot,Lleida,Spain",42.5758404,1.0889141,4,200
"Estamariu,Lleida,Spain",42.3740032,1.5240454,4,200
"Estaràs,Lleida,Spain",41.6912997,1.3777921,4,200
"Esterri d`Àneu,Lleida,Spain",42.628862,1.1233575,4,200
"Esterri de Cardós,Lleida,Spain",42.5924117,1.2622141,4,200
"Farrera,Lleida,Spain",42.4973176,1.2712957,4,200
"Fígols i Alinyà,Lleida,Spain",42.2031586,1.3400016,4,200
"Floresta, la,Lleida,Spain",41.504263,0.924303,9,200
"Fondarella,Lleida,Spain",41.6353634,0.8755022,4,200
"Foradada,Lleida,Spain",41.8768291,1.0145781,4,200
"Fuliola, la,Lleida,Spain",41.715031,1.0171277,4,200
"Fulleda,Lleida,Spain",41.4634846,1.0249828,4,200
"Gavet de la Conca,Lleida,Spain",42.1227265,0.9211597,4,200
"Gimenells i el Pla de la Font,Lleida,Spain",41.6524124,0.3896494,4,200
"Golmés,Lleida,Spain",41.6312698,0.9324688,4,200
"Gósol,Lleida,Spain",42.2369978,1.6603249,4,200
"Granadella, la,Lleida,Spain",41.3567187,0.6658524,4,200
"Granja d`Escarp, la,Lleida,Spain",41.4186052,0.3525815,4,200
"Granyanella,Lleida,Spain",41.6477207,1.2235292,4,200
"Granyena de les Garrigues,Lleida,Spain",41.4337037,0.6491443,4,200
"Granyena de Segarra,Lleida,Spain",41.6224507,1.2456155,4,200
"Guimerà,Lleida,Spain",41.5641085,1.1844278,4,200
"Guingueta d`Àneu, la,Lleida,Spain",42.5931733,1.131205,4,200
"Guissona,Lleida,Spain",41.7866972,1.2907625,4,200
"Guixers,Lleida,Spain",42.131881,1.6336464,4,200
